structure_id,core_mof_id,formula,source_note
ABAVIJ_clean,ABAVIJ,,doi=10.1039/b404485a; partition=train; ann_probability=0.94328225
PATWOY_clean,PATWOY,,doi=10.1021/cg3001009; partition=train; ann_probability=0.8709765
PEDGUA_clean,PEDGUA,,doi=10.1021/cm00024a019; partition=train; ann_probability=0.9270792
PEJMOI_clean,PEJMOI,,doi=10.1021/cg301041n; partition=train; ann_probability=0.9249488
PEJRED_clean,PEJRED,,doi=10.1021/cg301094h; partition=train; ann_probability=0.13942853
PELRIJ_clean,PELRIJ,,doi=10.1039/c2ce26015h; partition=train; ann_probability=0.11214158
PEMREG_clean,PEMREG,,doi=10.1039/c2ce25484k; partition=train; ann_probability=0.9183969
PEMRIK_clean,PEMRIK,,doi=10.1039/c2cc34380k; partition=train; ann_probability=0.94738376
PENXUC_clean,PENXUC,,doi=10.1021/ic0604462; partition=train; ann_probability=0.9383454
PENYIR_clean,PENYIR,,doi=10.1021/ic0604462; partition=train; ann_probability=0.92709625
PENZIS_clean,PENZIS,,doi=10.1021/ic0605266; partition=train; ann_probability=0.12416175
PENZUE_clean,PENZUE,,doi=10.1021/ic0605266; partition=train; ann_probability=0.11018506
PEPLAY_clean,PEPLAY,,doi=10.1002/anie.200602556; partition=train; ann_probability=0.09465283
PEPLIG_clean,PEPLIG,,doi=10.1002/anie.200602556; partition=train; ann_probability=0.095974326
PEQRUZ_clean,PEQRUZ,,doi=10.1007/s11243-006-0076-3; partition=train; ann_probability=0.9261986
PERSEM_clean,PERSEM,,doi=10.1002/ejic.201201349; partition=train; ann_probability=0.9313298
PETWOC_clean,PETWOC,,doi=10.1002/chem.201203914; partition=train; ann_probability=0.23554951
PEVBUP_clean,PEVBUP,,doi=10.1002/chem.201204115; partition=train; ann_probability=0.9456078
PEVQIS_clean_h,PEVQIS,,doi=10.1039/C3CC40635K; partition=train; ann_probability=0.92742765
PEWFII_clean,PEWFII,,doi=10.1002/chem.201203748; partition=train; ann_probability=0.10857719
PEWGEF_clean,PEWGEF,,doi=10.1039/C3CE00070B; partition=train; ann_probability=0.11474538
PEWLUA_clean,PEWLUA,,doi=10.1039/C3SC21769H; partition=train; ann_probability=0.9180576
PEZCII_clean,PEZCII,,doi=10.1002/adfm.201203288; partition=train; ann_probability=0.9325732
PIGHIX_clean,PIGHIX,,doi=10.1002/anie.200701779; partition=train; ann_probability=0.11723399
PIGHIX01_clean,PIGHIX01,,doi=10.1002/anie.200701779; partition=train; ann_probability=0.10423684
PIHNUQ_clean,PIHNUQ,,doi=10.1039/b703429f; partition=train; ann_probability=0.92494893
PIHWAG_clean,PIHWAG,,doi=10.1039/C3CC43384F; partition=train; ann_probability=0.92549944
PIHWOU_clean,PIHWOU,,doi=10.1039/C3DT51434J; partition=train; ann_probability=0.11835888
PIJROR_clean,PIJROR,,doi=10.1039/C3CC43384F; partition=train; ann_probability=0.9340787
PIQMOT_clean,PIQMOT,,doi=10.1021/ic4020256; partition=train; ann_probability=0.9268981
PIRYOF_clean,PIRYOF,,doi=10.1021/cg070468e; partition=train; ann_probability=0.10307947
PIYZAZ_clean,PIYZAZ,,doi=10.1002/anie.200704421; partition=train; ann_probability=0.15655977
PIYZED_clean,PIYZED,,doi=10.1002/anie.200704421; partition=train; ann_probability=0.1559194
PIYZED03_clean,PIYZED03,,doi=10.1002/anie.200704421; partition=train; ann_probability=0.161872
PIZHEN_clean,PIZHEN,,doi=10.1039/C4CE00147H; partition=train; ann_probability=0.24104089
POFSIN_clean,POFSIN,,doi=10.1002/anie.200704421; partition=train; ann_probability=0.15834981
POFSIN01_clean,POFSIN01,,doi=10.1002/anie.200704421; partition=train; ann_probability=0.15792254
POFSIN02_clean,POFSIN02,,doi=10.1002/anie.200704421; partition=train; ann_probability=0.1581138
POFSIN03_clean,POFSIN03,,doi=10.1002/anie.200704421; partition=train; ann_probability=0.15903056
POHCOG_clean,POHCOG,,doi=10.1021/ic403069d; partition=train; ann_probability=0.94950944
POHLUV_clean,POHLUV,,doi=10.1021/cg401452p; partition=train; ann_probability=0.07086575
POHMAC_clean,POHMAC,,doi=10.1021/cg401452p; partition=train; ann_probability=0.0805251
PORVID_clean,PORVID,,doi=10.1002/zaac.201400177; partition=train; ann_probability=0.93765616
POYPAW_clean,POYPAW,,doi=10.1021/ic502950k; partition=train; ann_probability=0.109879285
PUDSIR_clean,PUDSIR,,doi=10.1021/cg9000736; partition=train; ann_probability=0.098018706
PUDSUD_clean,PUDSUD,,doi=10.1021/cg9000736; partition=train; ann_probability=0.08339891
PUFXIZ_clean,PUFXIZ,,doi=10.1002/chem.201405395; partition=train; ann_probability=0.12770817
PUMGIP01_clean,PUMGIP01,,doi=10.1039/C5CC09459C; partition=train; ann_probability=0.9382608
PUNCIL_clean,PUNCIL,,doi=10.1021/cg901332m; partition=train; ann_probability=0.9342121
PUNFIO_clean,PUNFIO,,doi=10.1021/cg901332m; partition=train; ann_probability=0.9170965
PURJIW_clean,PURJIW,,doi=10.1039/b913910a; partition=train; ann_probability=0.8406066
PURNEX_clean,PURNEX,,doi=10.1002/asia.201500424; partition=train; ann_probability=0.8840999
PURNIB_clean,PURNIB,,doi=10.1002/asia.201500424; partition=train; ann_probability=0.77022743
PURRIE_clean,PURRIE,,doi=10.1021/cg901227h; partition=train; ann_probability=0.12573683
PUVREF_clean,PUVREF,,doi=10.1007/s10973-015-4492-5; partition=train; ann_probability=0.16988209
PUZJOL_clean,PUZJOL,,doi=10.1039/C5CE01886B; partition=train; ann_probability=0.08709562
PUZKUS_clean,PUZKUS,,doi=10.1039/C5CE01886B; partition=train; ann_probability=0.10168773
QAGQEW_clean,QAGQEW,,doi=10.1039/c0sc00320d; partition=train; ann_probability=0.937309
QAJJOB01_clean,QAJJOB01,,doi=10.1021/cm048764r; partition=train; ann_probability=0.06835228
QAMVEH01_clean,QAMVEH01,,doi=10.1039/c2jm16324a; partition=train; ann_probability=0.9341376
QAPQEE_clean,QAPQEE,,doi=10.1021/cg049808b; partition=train; ann_probability=0.93104815
QAQNOO_clean,QAQNOO,,doi=10.1021/acs.inorgchem.7b00681; partition=train; ann_probability=0.08460924
QAQRUW_clean,QAQRUW,,doi=10.1021/ja0523082; partition=train; ann_probability=0.88300776
QARCET_clean,QARCET,,doi=10.1021/ic2015463; partition=train; ann_probability=0.09952623
QARTAG_clean,QARTAG,,doi=10.1002/ejic.201101229; partition=train; ann_probability=0.91673505
QEBGAH_clean,QEBGAH,,doi=10.1039/c2sc20443f; partition=train; ann_probability=0.09950322
QEFNAQ_clean,QEFNAQ,,doi=10.1021/ja002624a; partition=train; ann_probability=0.10813627
QEJYIP_clean,QEJYIP,,doi=10.1021/ic202601y; partition=train; ann_probability=0.9240322
QEVKOS_clean,QEVKOS,,doi=10.1021/ic061142i; partition=train; ann_probability=0.94159377
QEZYUR_clean,QEZYUR,,doi=10.1021/ic3027682; partition=train; ann_probability=0.9344968
QEZZEC_clean,QEZZEC,,doi=10.1021/ic3027682; partition=train; ann_probability=0.9360101
QIPROY_clean,QIPROY,,doi=10.1039/C3RA44348E; partition=train; ann_probability=0.91234577
QIQZIB_clean,QIQZIB,,doi=10.1039/C3CC47462C; partition=train; ann_probability=0.93597853
QIRWAR_clean,QIRWAR,,doi=10.1002/zaac.201300253; partition=train; ann_probability=0.12073663
QISVAQ_clean,QISVAQ,,doi=10.1039/b713705b; partition=train; ann_probability=0.102880746
QISVEU_clean,QISVEU,,doi=10.1039/b713705b; partition=train; ann_probability=0.11845547
QIVBUT_clean,QIVBUT,,doi=10.1021/cg070468e; partition=train; ann_probability=0.09361991
QIWCOQ_clean,QIWCOQ,,doi=10.1039/C4CE00181H; partition=train; ann_probability=0.92862606
QIWPET_clean,QIWPET,,doi=10.1039/C3TA15071B; partition=train; ann_probability=0.9254322
QIYDIN01_clean,QIYDIN01,,doi=10.1039/C3CC49829H; partition=train; ann_probability=0.8894532
QOBWIN_clean,QOBWIN,,doi=10.1021/cm000283u; partition=train; ann_probability=0.8946202
QODHUO02_clean,QODHUO02,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11124116
QODHUO03_clean,QODHUO03,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11615157
QODHUO04_clean,QODHUO04,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11344427
QODHUO05_clean,QODHUO05,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.116340816
QODHUO06_clean,QODHUO06,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11595857
QODHUO07_clean,QODHUO07,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11607024
QODHUO09_clean,QODHUO09,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11668351
QODHUO10_clean,QODHUO10,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11645797
QODHUO11_clean,QODHUO11,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.116467625
QODHUO12_clean,QODHUO12,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11645645
QODHUO13_clean,QODHUO13,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11671558
QODQEH_clean,QODQEH,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.10654405
QODSUZ_clean,QODSUZ,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.114221156
QOFBIY01_clean,QOFBIY01,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.1162408
QOFBIY02_clean,QOFBIY02,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11597836
QOFCAR_clean,QOFCAR,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11609805
QOFCEV_clean,QOFCEV,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11619589
QOFCOF_clean,QOFCOF,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11574307
QOFDAS_clean,QOFDAS,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11704987
QOFDEW_clean,QOFDEW,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11554909
QOFDIA_clean,QOFDIA,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11647925
QOFDIA02_clean,QOFDIA02,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11629665
QOFDIA06_clean,QOFDIA06,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.10676944
QOFDIA07_clean,QOFDIA07,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.10655892
QOFDIA08_clean,QOFDIA08,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.10585928
QOFDOG_clean,QOFDOG,,doi=10.1039/C3DT53580K; partition=train; ann_probability=0.11508942
QOHTOX_clean,QOHTOX,,doi=10.1021/ic800766q; partition=train; ann_probability=0.91919506
QOHTUD_clean,QOHTUD,,doi=10.1021/ic800766q; partition=train; ann_probability=0.90942127
QOJYEV_clean,QOJYEV,,doi=10.1039/C4CE01072H; partition=train; ann_probability=0.92668426
QOQWOK_clean,QOQWOK,,doi=10.1007/s11426-013-5048-9; partition=train; ann_probability=0.09982374
QOQWOK01_clean,QOQWOK01,,doi=10.1007/s11426-013-5048-9; partition=train; ann_probability=0.10232666
QOSXOM_clean,QOSXOM,,doi=10.1021/cm802400f; partition=train; ann_probability=0.1052455
QOVGOY_clean,QOVGOY,,doi=10.1007/s11224-008-9383-y; partition=train; ann_probability=0.7952939
QOVSOL_clean,QOVSOL,,doi=10.1039/C4CE02551B; partition=train; ann_probability=0.94511765
QOVSUR_clean,QOVSUR,,doi=10.1039/C4CE02551B; partition=train; ann_probability=0.93622005
QOVWOP_clean,QOVWOP,,doi=10.1039/C4RA13501F; partition=train; ann_probability=0.9316851
QOXNIB_clean,QOXNIB,,doi=10.1002/chem.200802515; partition=train; ann_probability=0.10361928
QUFGED_clean,QUFGED,,doi=10.1039/b008728i; partition=train; ann_probability=0.68783677
QUJKOX_clean,QUJKOX,,doi=10.1021/acs.inorgchem.5b00451; partition=train; ann_probability=0.938022
QUNWAZ_clean,QUNWAZ,,doi=10.1039/C5CE00886G; partition=train; ann_probability=0.105624914
QUQBAH_clean,QUQBAH,,doi=10.1038/nature15732; partition=train; ann_probability=0.153278
QUSCEN_clean,QUSCEN,,doi=10.1021/cg9007476; partition=train; ann_probability=0.92305994
QUSQIG_clean,QUSQIG,,doi=10.1021/acs.inorgchem.5b00682; partition=train; ann_probability=0.11779189
QUSSII_clean,QUSSII,,doi=10.1021/acs.inorgchem.5b00975; partition=train; ann_probability=0.9003521
RABNOX_clean,RABNOX,,doi=10.1021/cm960030u; partition=train; ann_probability=0.9013735
RANNOM_clean,RANNOM,,doi=10.1039/C6TA10152F; partition=train; ann_probability=0.92864895
RANNUS_clean,RANNUS,,doi=10.1039/C6TA10152F; partition=train; ann_probability=0.94322026
RANPAA_clean,RANPAA,,doi=10.1039/C6TA10152F; partition=train; ann_probability=0.92711496
RARYOZ_clean,RARYOZ,,doi=10.1021/ic048266k; partition=train; ann_probability=0.10336462
RAYKIN_clean,RAYKIN,,doi=10.1039/c2cc32103c; partition=train; ann_probability=0.92039454
RAYLAG_clean,RAYLAG,,doi=10.1039/c2cc32103c; partition=train; ann_probability=0.92301756
RAYMIP_clean,RAYMIP,,doi=10.1039/c2cc32347h; partition=train; ann_probability=0.107185334
RAYMOV_clean,RAYMOV,,doi=10.1039/c2cc32347h; partition=train; ann_probability=0.106582284
REHVEH_clean,REHVEH,,doi=10.1039/c2ce26533h; partition=train; ann_probability=0.9290906
REJLEY_clean,REJLEY,,doi=10.1002/ejic.200501121; partition=train; ann_probability=0.944525
REWNEO_clean,REWNEO,,doi=10.1039/c3ee24506c; partition=train; ann_probability=0.925019
REWSUJ_clean,REWSUJ,,doi=10.1039/c3cc38260e; partition=train; ann_probability=0.1202437
REYCOP_clean,REYCOP,,doi=10.1039/c3ce26864k; partition=train; ann_probability=0.93753153
REYPIW_clean,REYPIW,,doi=10.1039/C3CE26854C; partition=train; ann_probability=0.92481357
REZXIE01_clean,REZXIE01,,doi=10.1021/ja054900x; partition=train; ann_probability=0.1463022
RICHIV_clean,RICHIV,,doi=10.1002/chem.200600966; partition=train; ann_probability=0.93689954
RIRDED_clean,RIRDED,,doi=10.1039/C3CE42075B; partition=train; ann_probability=0.9352236
RIXBEG_clean,RIXBEG,,doi=10.1021/cg700797v; partition=train; ann_probability=0.92223287
ROCZAM_clean,ROCZAM,,doi=10.1039/C4CE00347K; partition=train; ann_probability=0.11000705
ROCZEQ_clean,ROCZEQ,,doi=10.1039/C4CE00347K; partition=train; ann_probability=0.111748725
ROCZIU_clean,ROCZIU,,doi=10.1039/C4CE00347K; partition=train; ann_probability=0.11204293
ROCZOA_clean,ROCZOA,,doi=10.1039/C4CE00347K; partition=train; ann_probability=0.13452575
RODBAP_clean,RODBAP,,doi=10.1039/C4CE00347K; partition=train; ann_probability=0.14356646
ROMQER_clean,ROMQER,,doi=10.1002/chem.201403162; partition=train; ann_probability=0.098795295
RONSIY_clean,RONSIY,,doi=10.1039/C4DT01890G; partition=train; ann_probability=0.8898591
ROQDIM_clean,ROQDIM,,doi=10.1021/cg5004676; partition=train; ann_probability=0.13930681
ROQDIM02_clean,ROQDIM02,,doi=10.1021/cg5004676; partition=train; ann_probability=0.1363475
ROQDIM03_clean,ROQDIM03,,doi=10.1021/cg5004676; partition=train; ann_probability=0.13541877
ROQDIM04_clean,ROQDIM04,,doi=10.1021/cg5004676; partition=train; ann_probability=0.13489828
ROQFUA_clean,ROQFUA,,doi=10.1021/cg5004676; partition=train; ann_probability=0.14996156
ROQFUA01_clean,ROQFUA01,,doi=10.1021/cg5004676; partition=train; ann_probability=0.1498479
ROQFUA02_clean,ROQFUA02,,doi=10.1021/cg5004676; partition=train; ann_probability=0.14912981
ROQFUA03_clean,ROQFUA03,,doi=10.1021/cg5004676; partition=train; ann_probability=0.14869323
ROQFUA05_clean,ROQFUA05,,doi=10.1021/cg5004676; partition=train; ann_probability=0.14701614
ROQFUA06_clean,ROQFUA06,,doi=10.1021/cg5004676; partition=train; ann_probability=0.14671314
ROQMER03_clean,ROQMER03,,doi=10.1021/cg5004676; partition=train; ann_probability=0.14266434
ROQNES_clean,ROQNES,,doi=10.1021/cg5004676; partition=train; ann_probability=0.14435959
ROQNES02_clean,ROQNES02,,doi=10.1021/cg5004676; partition=train; ann_probability=0.14369366
ROQVIE_clean,ROQVIE,,doi=10.1039/C4DT02338B; partition=train; ann_probability=0.0985623
ROSKER_clean,ROSKER,,doi=10.1021/cg500636m; partition=train; ann_probability=0.9469672
RUBTAK01_SL,RUBTAK01,,doi=10.1039/b914919h; partition=train; ann_probability=0.88369715
RUFMUA01_clean,RUFMUA01,,doi=10.1039/c2cc34006b; partition=train; ann_probability=0.91178787
RUGKOV_clean,RUGKOV,,doi=10.1021/cg5016093; partition=train; ann_probability=0.9258969
RUJGOT_clean,RUJGOT,,doi=10.1021/ic900893m; partition=train; ann_probability=0.12138426
RULXOM_clean,RULXOM,,doi=10.1021/ic900475q; partition=train; ann_probability=0.9286865
RUSWIN_clean,RUSWIN,,doi=10.1039/C5DT03946K; partition=train; ann_probability=0.09387678
RUSWOT_clean,RUSWOT,,doi=10.1039/C5DT03946K; partition=train; ann_probability=0.10826835
RUSWUZ_clean,RUSWUZ,,doi=10.1039/C5DT03946K; partition=train; ann_probability=0.13732687
RUSXAG_clean,RUSXAG,,doi=10.1039/C5DT03946K; partition=train; ann_probability=0.0811463
RUSXEK_clean,RUSXEK,,doi=10.1039/C5DT03946K; partition=train; ann_probability=0.10867673
RUVKAV_clean,RUVKAV,,doi=10.1021/cg100046j; partition=train; ann_probability=0.9214578
RUVKOJ_clean,RUVKOJ,,doi=10.1021/cg100500p; partition=train; ann_probability=0.9221293
RUWZIU_clean,RUWZIU,,doi=10.1039/C5CE01577D; partition=train; ann_probability=0.10936844
RUWZUG_clean,RUWZUG,,doi=10.1039/C5CE01577D; partition=train; ann_probability=0.0970996
SAJJOF_clean,SAJJOF,,doi=10.1039/C6DT04596K; partition=train; ann_probability=0.9156723
SAXFII_clean,SAXFII,,doi=10.1021/cg300036y; partition=train; ann_probability=0.10489917
SAXLEK_clean,SAXLEK,,doi=10.1021/cg201535x; partition=train; ann_probability=0.92947495
SEHTEF_clean,SEHTEF,,doi=10.1021/ic060116h; partition=train; ann_probability=0.1057713
SEHZUB_clean,SEHZUB,,doi=10.1021/ic0520418; partition=train; ann_probability=0.11697212
SERCEZ_clean,SERCEZ,,doi=10.1021/ic302010e; partition=train; ann_probability=0.9372572
SERLEI_clean,SERLEI,,doi=10.1039/C3CC41866A; partition=train; ann_probability=0.81714386
SETPEO_clean,SETPEO,,doi=10.1021/cg301724v; partition=train; ann_probability=0.897666
SETWOF_clean,SETWOF,,doi=10.1039/c3ce40210j; partition=train; ann_probability=0.9538634
SETWUL_clean,SETWUL,,doi=10.1039/c3ce40210j; partition=train; ann_probability=0.9167381
SETXAS_clean,SETXAS,,doi=10.1039/c3ce40210j; partition=train; ann_probability=0.92596364
SEYFEI_clean,SEYFEI,,doi=10.1021/cg060248l; partition=train; ann_probability=0.92100644
SIRBIG07_clean,SIRBIG07,,doi=10.1002/chem.201303425; partition=train; ann_probability=0.91980153
SIRZUQ_clean,SIRZUQ,,doi=10.1039/C3DT52888J; partition=train; ann_probability=0.9144438
SOCKOM_clean,SOCKOM,,doi=10.1021/cg401599x; partition=train; ann_probability=0.93276614
SODQOT_clean,SODQOT,,doi=10.1039/C4CE00408F; partition=train; ann_probability=0.94324374
SODZIV_clean,SODZIV,,doi=10.1002/ejic.200800222; partition=train; ann_probability=0.122846454
SOHBUO_clean,SOHBUO,,doi=10.1039/C4CE00816B; partition=train; ann_probability=0.0826039
SOKKUZ_clean,SOKKUZ,,doi=10.1021/ja805272j; partition=train; ann_probability=0.11398637
SOMFAC_clean,SOMFAC,,doi=10.1021/ja805272j; partition=train; ann_probability=0.112740874
SOMFEG_clean,SOMFEG,,doi=10.1021/ja805272j; partition=train; ann_probability=0.114008635
SOMFIK_clean,SOMFIK,,doi=10.1021/ja805272j; partition=train; ann_probability=0.11416811
SONTAR_manual,SONTAR,,doi=10.1021/ic8017826; partition=train; ann_probability=0.9444162
SONTIZ_clean,SONTIZ,,doi=10.1021/ic8017826; partition=train; ann_probability=0.93218875
SONTOF_clean,SONTOF,,doi=10.1021/ic8017826; partition=train; ann_probability=0.93983465
SOTWUV_clean,SOTWUV,,doi=10.1021/cg500114k; partition=train; ann_probability=0.1301001
SOTXEG_neutral,SOTXEG,,doi=10.1021/cg500114k; partition=train; ann_probability=0.12993342
SUFJIO_clean,SUFJIO,,doi=10.1002/chem.201406495; partition=train; ann_probability=0.9377199
SUFJOU_clean,SUFJOU,,doi=10.1002/chem.201406495; partition=train; ann_probability=0.93845916
SUHBAA_clean,SUHBAA,,doi=10.1021/ja512311a; partition=train; ann_probability=0.90754926
SUJQOE_clean,SUJQOE,,doi=10.1002/anie.200905898; partition=train; ann_probability=0.11678517
SUJREV_clean,SUJREV,,doi=10.1002/anie.200905898; partition=train; ann_probability=0.07484111
SUKKUF_clean,SUKKUF,,doi=10.1002/anie.200905608; partition=train; ann_probability=0.9351078
SUTJIC_clean,SUTJIC,,doi=10.1021/acs.cgd.5b00757; partition=train; ann_probability=0.91775936
TACFIN_clean,TACFIN,,doi=10.1002/1521-4079(200208)37:8<803::AID-CRAT803>3.0.CO;2-Q; partition=train; ann_probability=0.5509397
TADCOS_clean,TADCOS,,doi=10.1039/c002882g; partition=train; ann_probability=0.12891632
TAGBUZ_clean,TAGBUZ,,doi=10.1021/cg025614p; partition=train; ann_probability=0.115234375
TAGTUT_clean,TAGTUT,,doi=10.1021/acs.cgd.5b01297; partition=train; ann_probability=0.93344045
TAGVAB_clean,TAGVAB,,doi=10.1021/acs.cgd.5b01297; partition=train; ann_probability=0.9304301
TAKGOE_clean,TAKGOE,,doi=10.1021/acs.inorgchem.5b02193; partition=train; ann_probability=0.92747605
TAKGUK_clean,TAKGUK,,doi=10.1021/acs.inorgchem.5b02193; partition=train; ann_probability=0.92851853
TAKHAR_clean,TAKHAR,,doi=10.1021/acs.inorgchem.5b02193; partition=train; ann_probability=0.9288615
TAQGEZ_clean,TAQGEZ,,doi=10.1039/c0ce00961j; partition=train; ann_probability=0.9385557
TAQGUQ_clean,TAQGUQ,,doi=10.1021/acs.cgd.6b01881; partition=train; ann_probability=0.936692
TAVCIF_clean,TAVCIF,,doi=10.1021/acs.inorgchem.6b02518; partition=train; ann_probability=0.92462087
